Dia do Mes,Dia da Semana,Feriado / FDS,Hora,Chuva,Valor Cartela,Premiacao,Resultado
31,4,0,23.59,1,0,7.5,-7.5
1,5,0,8,1,0.1,5,40.45
1,5,0,8.20,1,0.25,0,11.48
1,5,0,8.40,1,0.5,95,-77.45
1,5,0,9,1,0.25,10,17.25
1,5,0,9.15,1,0.2,120,-83.28
1,5,0,9.30,1,0.2,0,49.5
1,5,0,9.45,1,0.25,140,-59.9
1,5,0,10,1,0.2,155,-51.76
1,5,0,10.10,1,0.1,142.5,-22.89
1,5,0,10.20,1,0.2,30,24.54
1,5,0,10.30,1,0.5,20,43.95
1,5,0,10.40,1,0.25,0,96.08
1,5,0,10.50,1,0.1,0,118.17
1,5,0,11,1,0.5,180,13.05
1,5,0,11.15,1,0.2,35,114.24
1,5,0,11.30,1,0.25,50,108.63
1,5,0,11.45,1,0.2,40,181.94
1,5,0,12,1,2,50,813
1,5,0,12.15,1,0.5,150,100.25
1,5,0,12.30,1,0.25,125,-6.88
1,5,0,12.45,1,0.5,150,102.45
1,5,0,13,1,1,300,60
1,5,0,13.15,1,0.25,140,117.18
1,5,0,13.30,1,0.5,160,81.75
1,5,0,13.45,1,0.25,140,84.45
1,5,0,14,1,0.25,124.99,89.94
1,5,0,14.30,1,0.25,140,66.78
1,5,0,14.45,1,0.5,170,53
1,5,0,15,1,0.5,150,41.6
1,5,0,15.20,1,0.25,150,36.58
1,5,0,15.40,1,0.1,140,94.33
1,5,0,16,1,0.5,180,14.65
1,5,0,16.20,1,0.25,160,23.3
1,5,0,16.40,1,0.5,180,35.8
1,5,0,17,1,1,350,200.3
1,5,0,17.15,1,0.1,150,131.42
1,5,0,17.30,1,0.2,160,86.64
1,5,0,17.45,1,0.5,240,166.3
1,5,0,18,1,2,600,688
1,5,0,18.15,1,0.5,250,116.2
1,5,0,18.30,1,1,479.99,299.71
1,5,0,18.45,1,0.5,250,231.05
1,5,0,19,1,2,600,215.4
1,5,0,19.15,1,0.5,250,293.5
1,5,0,19.30,1,1,380,288.3
1,5,0,19.45,1,0.5,250,138.6
1,5,0,20,1,2,650,184.8
1,5,0,20.15,1,0.5,240,79.8
1,5,0,20.30,1,1,360,9.3
1,5,0,20.45,1,0.25,180,88.73
1,5,0,21,1,0.5,250,-15.5
1,5,0,21.15,1,0.25,180,29.53
1,5,0,21.30,1,0.5,240,-17.1
1,5,0,21.45,1,0.25,180,71.1
1,5,0,22,1,2,1.00000,-503
1,5,0,22.10,1,0.1,25,162.84
1,5,0,22.20,1,0.5,7.5,187.4
1,5,0,22.30,1,2,200,59.2
1,5,0,22.40,1,1,0,159.6
1,5,0,22.50,1,0.2,0,109.26
1,5,0,23,1,0.25,20,161.8
1,5,0,23.10,1,0.2,163.34,-10.16
1,5,0,23.20,1,0.25,30,102.3
1,5,0,23.30,1,0.1,0,53.01
1,5,0,23.45,1,0.25,30,61.93
1,5,0,23.59,1,0.05,12,124.42
2,6,0,8,1,0.1,80,-43.19
2,6,0,8.20,1,0.25,0,13.05
2,6,0,8.40,1,0.5,0,9.9
2,6,0,9,1,0.25,10,54.58
2,6,0,9.15,1,0.2,20,56.32
2,6,0,9.30,1,0.2,125,-29.24
2,6,0,9.45,1,0.25,56.67,25.23
2,6,0,10,1,0.2,15,91.3
2,6,0,10.10,1,0.1,5,80.5
2,6,0,10.20,1,0.2,15,53.4
2,6,0,10.30,1,0.5,0,52.85
2,6,0,10.40,1,0.25,7.5,70.58
2,6,0,10.50,1,0.1,5,73.75
2,6,0,11,1,0.5,315,-96.7
2,6,0,11.15,1,0.2,0,183.96
2,6,0,11.30,1,0.25,300,-19.88
2,6,0,11.45,1,0.2,10,224
2,6,0,12,1,2,1.10000,-328
2,6,0,12.15,1,0.5,160,-35.15
2,6,0,12.30,1,0.25,140,1.18
2,6,0,12.45,1,0.5,155,9.7
2,6,0,13,1,1,300,3.1
2,6,0,13.15,1,0.2,170.01,24.65
2,6,0,13.30,1,0.25,190.01,62.74
2,6,0,13.45,1,0.2,170,44.68
2,6,0,14,1,0.5,360,25.9
2,6,0,14.15,1,0.2,170,-14.96
2,6,0,14.30,1,0.25,200,7.53
2,6,0,14.45,1,0.2,165.01,56.67
2,6,0,15,1,0.5,250,3.6
2,6,0,15.15,1,0.25,190,72.03
2,6,0,15.30,1,0.5,240,-65.7
2,6,0,15.45,1,0.25,180,54.43
2,6,0,16,1,0.5,370,-37.25
2,6,0,16.15,1,0.2,165.01,82.61
2,6,0,16.30,1,0.25,170,69.63
2,6,0,16.45,1,0.2,160,46.34
2,6,0,17,1,0.5,580,62.7
2,6,0,17.15,1,0.1,165,170.43
2,6,0,17.30,1,0.5,360,108.1
2,6,0,17.45,1,0.25,240,98.25
2,6,0,18,1,1,1.15000,683.9
2,6,0,18.15,1,0.5,250,81.9
2,6,0,18.30,1,0.2,480,619.1
2,6,0,18.45,1,0.5,250,68.3
2,6,0,19,1,1,1.15000,485.3
2,6,0,19.15,1,0.5,250,-1.1
2,6,0,19.30,1,0.1,380,177.26
2,6,0,19.45,1,0.5,250,127.9
2,6,0,20,1,0.2,1.15000,801.42
2,6,0,20.25,1,7.075261073,7.00000,1.95023
2,6,0,20.45,1,0.25,550,736.28
2,6,0,21,1,0.5,250,188.75
2,6,0,21.20,1,0.25,180,237.38
2,6,0,21.40,1,0.5,240,176.35
2,6,0,22,1,1.828473413,0,963.4
2,6,0,22.10,1,0.1,50,211.77
2,6,0,22.20,1,0.5,0,225
2,6,0,22.30,1,2,0,295.2
2,6,0,22.40,1,1,420,-213
2,6,0,22.50,1,0.2,10,111.32
2,6,0,23,1,0.25,250,-136.6
2,6,0,23.10,1,0.2,150,-20.4
2,6,0,23.20,1,0.25,0,102.38
2,6,0,23.30,1,0.1,30,84.84
2,6,0,23.45,1,0.25,85,58.55
2,6,0,23.59,1,0.05,137.5,80.53
3,7,0,0.10,1,0.2,25,62.3
3,7,0,0.20,1,0.25,20,28.38
3,7,0,0.30,1,0.1,110,-50.24
3,7,0,0.40,1,0.2,10,42.92
3,7,0,0.50,1,0.25,120,-70.73
3,7,0,1,1,0.1,115,-42.28
3,7,0,9,1,0.25,0,63
3,7,0,9.10,1,0.5,20,11.25
3,7,0,9.20,1,0.2,25,29.38
3,7,0,9.30,1,0.2,15,60.44
3,7,0,9.40,1,0.5,120,-67.15
3,7,0,9.50,1,0.25,0,129.7
3,7,0,10,1,0.2,170,-40.22
3,7,0,10.10,1,0.1,25,81.02
3,7,0,10.20,1,0.2,160,-70.34
3,7,0,10.30,1,0.5,120,-52.5
3,7,0,10.40,1,0.25,15,128.55
3,7,0,10.50,1,0.1,25,127.42
3,7,0,11,1,0.5,15,209.25
3,7,0,11.15,1,0.2,30,195.56
3,7,0,11.30,1,0.25,280,20.6
3,7,0,11.45,1,0.2,0,237.02
3,7,0,12,1,2,0,852
3,7,0,12.15,1,0.5,160,-32.15
3,7,0,12.30,1,0.25,140,48.18
3,7,0,12.45,1,0.5,155,60.95
3,7,0,13,1,1,300,136.7
3,7,0,13.15,1,0.2,170,194.12
3,7,0,13.30,1,0.25,190,136.48
3,7,0,13.45,1,0.2,170,71.96
3,7,0,14,1,0.5,360,18.05
3,7,0,14.15,1,0.2,170,74.82
3,7,0,14.30,1,0.25,200,136.45
3,7,0,14.45,1,0.2,165,129.68
3,7,0,15,1,0.5,250,7.7
3,7,0,15.15,1,0.25,190,59.08
3,7,0,15.30,1,0.5,240,-5.65
3,7,0,15.45,1,0.25,180,181.23
3,7,0,16,1,0.5,370,163
3,7,0,16.15,1,0.2,165,49.42
3,7,0,16.30,1,0.25,170,133.23
3,7,0,16.45,1,0.2,160,98.52
3,7,0,17,1,0.5,580.01,383.54
3,7,0,17.15,1,0.1,165,162.48
3,7,0,17.30,1,0.5,360,248.8
3,7,0,17.45,1,0.25,240,192.05
3,7,0,18,1,1,1.15000,368.6
3,7,0,18.15,1,0.5,250,87.1
3,7,0,18.30,1,0.2,480,377.94
3,7,0,18.45,1,0.5,250,138
3,7,0,19,1,1,1.15000,360.9
3,7,0,19.15,1,0.5,250,16.9
3,7,0,19.30,1,0.1,380,378.58
3,7,0,19.45,1,0.5,250,183.1
3,7,0,20,1,0.2,1.15000,525.48
3,7,0,20.15,1,0.5,240,79.8
3,7,0,20.30,1,1,360,-16.6
3,7,0,20.45,1,0.25,180,82.83
3,7,0,21,1,0.5,250,-45.4
3,7,0,21.15,1,0.25,180,1.1
3,7,0,21.30,1,0.5,240,-62.3
3,7,0,21.45,1,0.25,180,20
3,7,0,22,1,2,200,715.8
3,7,0,22.10,1,0.1,200,68.03
3,7,0,22.20,1,0.5,290,-201.8
3,7,0,22.30,1,2,50,164.2
3,7,0,22.40,1,1,70,65.1
3,7,0,22.50,1,0.2,30,105.48
3,7,0,23,1,0.25,0,129.8
3,7,0,23.10,1,0.2,35,36.46
3,7,0,23.20,1,0.25,0,77.18
3,7,0,23.30,1,0.1,20,157.39
3,7,0,23.45,1,0.25,0,90.23
3,7,0,23.59,1,0.05,65,88.73
4,1,0,0.15,1,0.2,0,36.9
4,1,0,0.30,1,0.1,125,-47.24
4,1,0,0.45,1,0.2,135,-99.18
4,1,0,1,1,0.1,50,-14.54
4,1,0,9,1,0.25,0,37.45
4,1,0,9.15,1,0.2,115,-39.76
4,1,0,9.30,1,0.2,135,-56.52
4,1,0,9.45,1,0.25,17.5,80
4,1,0,10,1,0.2,30,99.26
4,1,0,10.15,1,0.1,135,-0.48
4,1,0,10.30,1,0.2,160,1.32
4,1,0,10.45,1,0.25,172.5,-38.8
4,1,0,11,1,0.5,45,263.95
4,1,0,11.15,1,0.2,200,34.42
4,1,0,11.30,1,0.25,165,209.7
4,1,0,11.45,1,0.2,40,201.72
4,1,0,12,1,1.759615385,1.20000,-206.4
4,1,0,12.15,1,0.5,337.5,10.45
4,1,0,12.30,1,0.2,40.01,164.05
4,1,0,12.45,1,0.25,40,150.95
4,1,0,13,1,0.1,440,159.4
4,1,0,13.15,1,0.2,20,210.86
4,1,0,13.30,1,0.25,155,141.85
4,1,0,13.45,1,0.2,220,21.66
4,1,0,14,1,0.1,75,540.7
4,1,0,14.15,1,0.25,0,359.58
4,1,0,14.30,1,0.2,206.67,41.71
4,1,0,14.45,1,0.5,40,304.75
4,1,0,15,1,1,33.34,513.16
4,1,0,15.15,1,0.1,200,39.18
4,1,0,15.30,1,0.25,15,144.53
4,1,0,15.45,1,0.5,0,189.1
4,1,0,16,1,1,500,-122.8
4,1,0,16.15,1,0.2,130,23.72
4,1,0,16.30,1,0.25,155,39.53
4,1,0,16.45,1,0.2,20,128.18
4,1,0,17,1,0.1,50.01,358.31
4,1,0,17.15,1,0.25,20,178.48
4,1,0,17.30,1,0.2,40,133.36
4,1,0,17.45,1,0.5,300,-81.3
4,1,0,18,1,2,1.00000,-424.6
4,1,0,18.15,1,0.1,0,114.96
4,1,0,18.30,1,0.25,50,150.93
4,1,0,18.45,1,0.5,100,280.25
4,1,0,19,1,2,1.20000,-638.4
4,1,0,19.15,1,1,480,-107.4
4,1,0,19.30,1,0.2,50,189.68
4,1,0,19.45,1,1,250,-10.6
4,1,0,20,1,0.2,1.11667,-425.53
4,1,0,20.15,1,0.1,337.5,-95.1
4,1,0,20.30,1,0.25,40,159.8
4,1,0,20.45,1,0.05,20,191.65
4,1,0,21,1,2,50,432.4
4,1,0,21.15,1,0.1,0,184.68
4,1,0,21.30,1,0.25,165,-52.5
4,1,0,21.45,1,0.05,24,145.43
4,1,0,22,1,2,100,355.4
4,1,0,22.15,1,0.1,75,64.68
4,1,0,22.30,1,1,300,-106.5
4,1,0,22.45,1,0.1,20,44.62
4,1,0,23,1,0.25,50,68.13
4,1,0,23.15,1,0.2,190,-60.76
4,1,0,23.30,1,0.1,30,26.61
4,1,0,23.45,1,0.25,180,-102.38
4,1,0,23.59,1,0.05,15,57.5
5,2,0,9,0,0.25,115,-53.08
5,2,0,9.10,0,0.5,125,-42.35
5,2,0,9.20,0,0.2,62.5,-21.1
5,2,0,9.30,0,0.2,10,44
5,2,0,9.40,0,0.5,0,48.15
5,2,0,9.50,0,0.25,0,49.78
5,2,0,10,0,0.2,8.56,85.24
5,2,0,10.10,0,0.1,145,113.3
5,2,0,10.20,0,0.2,65,20.34
5,2,0,10.30,0,0.5,135,-64.4
5,2,0,10.40,0,0.25,90,-2.73
5,2,0,10.50,0,0.1,127.5,298.06
5,2,0,11,0,0.5,20,218.35
5,2,0,11.15,0,0.2,40,170.18
5,2,0,11.30,0,0.25,50,245.55
5,2,0,11.45,0,0.2,220,-2.34
5,2,0,12,0,2,100,658.6
5,2,0,12.15,0,0.5,150,-0.9
5,2,0,12.30,0,0.25,125,59.6
5,2,0,12.45,0,0.5,150,8.6
5,2,0,13,0,1,300,-22.7
5,2,0,13.15,0,0.25,140,10.15
5,2,0,13.30,0,0.5,160,1.55
5,2,0,13.45,0,0.25,140,36.6
5,2,0,14,0,0.2,125,34.98
5,2,0,14.15,0,0.5,150,41.75
5,2,0,14.30,0,0.25,140,32.68
5,2,0,14.45,0,0.5,170,-49.35
5,2,0,15,0,0.5,150,-24.85
5,2,0,15.20,0,0.25,150,141.15
5,2,0,15.40,0,0.1,140,172.22
5,2,0,16,0,0.5,180,134.8
5,2,0,16.20,0,0.25,160,59.38
5,2,0,16.40,0,0.5,180,67.55
5,2,0,17,0,1,350,93.3
5,2,0,17.15,0,0.1,150,111.72
5,2,0,17.30,0,0.2,160,163.64
5,2,0,17.45,0,0.5,240.01,117.59
5,2,0,18,0,1,1.20000,92.6
5,2,0,18.15,0,0.5,250,34.4
5,2,0,18.30,0,1,480,471
5,2,0,18.45,0,0.5,250,188.6
5,2,0,19,0,1,1.20000,354.5
5,2,0,19.15,0,0.5,250.01,113.99
5,2,0,19.30,0,1,380,185.1
5,2,0,19.45,0,0.5,250,145.8
5,2,0,20,0,1,700,365
5,2,0,20.15,0,0.5,240.01,171.59
5,2,0,20.30,0,1,360,111.6
5,2,0,20.45,0,0.25,180,169.45
5,2,0,21,0,0.5,250,61.45
5,2,0,21.15,0,0.25,180,-40.73
5,2,0,21.30,0,0.5,240,-12.25
5,2,0,21.45,0,0.25,180,58.95
5,2,0,22,0,1.809160305,100,774
5,2,0,22.10,0,0.1,50,207.81
5,2,0,22.20,0,0.5,125,-47.15
5,2,0,22.30,0,2,0,168.2
5,2,0,22.40,0,1,0,69.3
5,2,0,22.50,0,0.2,0,96.3
5,2,0,23,0,0.25,250,-101.95
5,2,0,23.10,0,0.2,0,54.9
5,2,0,23.20,0,0.25,0,29.93
5,2,0,23.30,0,0.1,25,19.55
5,2,0,23.45,0,0.25,0,118.35
5,2,0,23.59,0,0.05,2.14035,-1.96291
6,3,0,8,1,0.2,10,50.48
6,3,0,8.20,1,0.25,10,31.4
6,3,0,8.40,1,0.5,52.5,01.05
6,3,0,9,1,0.25,0,98.33
6,3,0,9.10,1,0.5,10,64.9
6,3,0,9.20,1,0.2,10,67.94
6,3,0,9.30,1,0.25,20,38.3
6,3,0,9.40,1,0.5,133.33,-50.33
6,3,0,9.50,1,0.25,7.5,110.38
6,3,0,10,1,0.2,15,105.66
6,3,0,10.10,1,0.1,15,163.66
6,3,0,10.20,1,0.2,0,91.6
6,3,0,10.30,1,0.5,145,-45.25
6,3,0,10.40,1,0.25,175,-108.63
6,3,0,10.50,1,0.1,115,-12.16
6,3,0,11,1,0.5,30,183
6,3,0,11.15,1,0.2,180,-83.78
6,3,0,11.30,1,0.25,30,218.8
6,3,0,11.45,1,0.2,220,35.18
6,3,0,12,1,2,1.20000,2.8
6,3,0,12.15,1,0.5,150,-0.6
6,3,0,12.30,1,0.25,125,98.18
6,3,0,12.45,1,0.5,150,103.9
6,3,0,13,1,1,300,68.4
6,3,0,13.15,1,0.25,140,239.58
6,3,0,13.30,1,0.5,160,54.2
6,3,0,13.45,1,0.25,140,167.6
6,3,0,14,1,0.25,125,87.75
6,3,0,14.15,1,0.5,150,89.6
6,3,0,14.30,1,0.25,140,78.45
6,3,0,14.45,1,0.5,170,66.85
6,3,0,15,1,0.5,150,119.25
6,3,0,15.20,1,0.25,150,92.65
6,3,0,15.40,1,0.1,140,416.59
6,3,0,16,1,0.5,180,86
6,3,0,16.20,1,0.25,160,118.5
6,3,0,16.40,1,0.5,180,100.4
6,3,0,17,1,1,350,115
6,3,0,17.15,1,0.1,150,284.31
6,3,0,17.30,1,0.2,1.59641,-1.29581
6,3,0,17.45,1,0.5,240,64.9
6,3,0,18,1,1,1.20000,-74.5
6,3,0,18.15,1,0.5,250,78.2
6,3,0,18.30,1,1,480,175
6,3,0,18.45,1,0.5,250.01,33.54
6,3,0,19,1,1,1.20000,290.5
6,3,0,19.15,1,0.5,250.01,308.74
6,3,0,19.30,1,1,379.99,228.31
6,3,0,19.45,1,0.5,250,25.6
6,3,0,20,1,1,1.20000,182.7
6,3,0,20.15,1,0.5,240,368.55
6,3,0,20.30,1,1,360,210.6
6,3,0,20.45,1,0.25,180,83.1
6,3,0,21,1,0.5,250,12.35
6,3,0,21.15,1,0.25,180,39.4
6,3,0,21.30,1,0.5,240,2.1
6,3,0,21.45,1,0.25,180,-70.43
6,3,0,22,1,2,0,410.2
6,3,0,22.10,1,0.1,33.34,133.6
6,3,0,22.20,1,0.5,10,130.7
6,3,0,22.30,1,2,50,4
6,3,0,22.40,1,1,25,42.7
6,3,0,22.50,1,0.2,75,-5.6
6,3,0,23,1,0.25,250,-110.25
6,3,0,23.10,1,0.2,20,48.5
6,3,0,23.20,1,0.25,0,77.28
6,3,0,23.30,1,0.1,15,48.09
6,3,0,23.45,1,0.25,0,57.93
6,3,0,23.59,1,0.05,160,-73.68
7,4,0,8,1,0.1,10,22.49
7,4,0,8.20,1,0.25,20,0.25
7,4,0,8.40,1,0.5,0,27.5
7,4,0,9,1,0.25,0,21.6
7,4,0,9.15,1,0.2,120,-89.3
7,4,0,9.30,1,0.2,55,12.88
7,4,0,9.45,1,0.25,15,46.45
7,4,0,10,1,0.2,17.5,75.04
7,4,0,10.10,1,0.1,0,54
7,4,0,10.20,1,0.2,15,27.76
7,4,0,10.30,1,0.5,15,12
7,4,0,10.40,1,0.25,150,-97.78
7,4,0,10.50,1,0.1,65,5.2
7,4,0,11,1,0.5,0,94.1
7,4,0,11.15,1,0.2,165,12.08
7,4,0,11.30,1,0.25,0,180.53
7,4,0,11.45,1,0.2,0,145.18
7,4,0,12,1,2,200,484.6
7,4,0,12.15,1,0.5,150,-40.05
7,4,0,12.30,1,0.25,125,26.83
7,4,0,12.45,1,0.5,150,30.65
7,4,0,13,1,1,300,49.2
7,4,0,13.15,1,0.25,140,17.85
7,4,0,13.30,1,0.5,160,29.05
7,4,0,13.45,1,0.25,140,22.68
7,4,0,14,1,0.25,125,32.55
7,4,0,14.15,1,0.5,150,41.45
7,4,0,14.30,1,0.25,140,109.85
7,4,0,14.45,1,0.5,170,66.45
7,4,0,15,1,0.5,150,60.75
7,4,0,15.20,1,0.25,150,72.53
7,4,0,15.40,1,0.1,140,96.24
7,4,0,16,1,0.5,180,120.05
7,4,0,16.20,1,0.25,160,129.95
7,4,0,16.40,1,0.5,180,86.1
7,4,0,17,1,1,350,192.1
7,4,0,17.15,1,0.1,150,20.67
7,4,0,17.30,1,0.2,160,1.68
7,4,0,17.45,1,0.5,240,105.3
7,4,0,18,1,2,600,162.6
7,4,0,18.15,1,0.5,250,-32.7
7,4,0,18.30,1,1,480,84.8
7,4,0,18.45,1,0.5,250,117.7
7,4,0,19,1,2,600,377.6
7,4,0,19.15,1,0.5,250,76.75
7,4,0,19.30,1,1,380,169.1
7,4,0,19.45,1,0.5,250,38.5
7,4,0,20,1,2,650,311.4
7,4,0,20.15,1,0.5,240,220.35
7,4,0,20.30,1,1,360,264.2
7,4,0,20.45,1,0.25,180,192.15
7,4,0,21,1,0.5,250,63.8
7,4,0,21.15,1,0.25,180,81.68
7,4,0,21.30,1,0.5,240,105.15
7,4,0,21.45,1,0.25,180,30.83
7,4,0,22,1,1.879275654,200,642.2
7,4,0,22.10,1,0.1,50,144.05
7,4,0,22.20,1,0.5,10,184.55
7,4,0,22.30,1,2,416.67,-99.67
7,4,0,22.40,1,1,85,163.6
7,4,0,22.50,1,0.2,20,150.58
7,4,0,23,1,0.25,288,-49.75
7,4,0,23.10,1,0.2,45,29.16
7,4,0,23.20,1,0.25,100,29.25
7,4,0,23.30,1,0.1,0,61.65
7,4,0,23.45,1,0.25,40,77.55
7,4,0,23.59,1,0.05,10,161.23
8,5,0,8,0,0.1,10,45.44
8,5,0,8.20,0,0.25,0,18.45
8,5,0,8.40,0,0.5,0,36.9
8,5,0,9,0,0.25,0,71.05
8,5,0,9.15,0,0.2,0,35.28
8,5,0,9.30,0,0.2,0,32.4
8,5,0,9.45,0,0.25,0,32.18
8,5,0,10,0,0.2,0,72.72
8,5,0,10.10,0,0.1,7.5,68.24
8,5,0,10.20,0,0.2,80,-31.76
8,5,0,10.30,0,0.5,2.5,21.85
8,5,0,10.40,0,0.25,15,72.98
8,5,0,10.50,0,0.1,125,-1.49
8,5,0,11,0,0.5,30,167.15
8,5,0,11.15,0,0.2,178.34,-29.84
8,5,0,11.30,0,0.25,280,-2.55
8,5,0,11.45,0,0.2,20,240
8,5,0,12,0,2,200,673.6
8,5,0,12.15,0,0.5,150,-0.15
8,5,0,12.30,0,0.25,125,40.93
8,5,0,12.45,0,0.5,150,32.8
8,5,0,13,0,1,300,63.2
8,5,0,13.15,0,0.25,140,59.83
8,5,0,13.30,0,0.5,160,96.3
8,5,0,13.45,0,0.25,140,62.3
8,5,0,14,0,0.25,125,88.38
8,5,0,14.30,0,0.25,140,97.33
8,5,0,14.45,0,0.5,170,126.35
8,5,0,15,0,0.5,150,70.2
8,5,0,15.20,0,0.25,150,131.9
8,5,0,15.40,0,0.1,140,112.44
8,5,0,16,0,0.5,180,41.5
8,5,0,16.20,0,0.25,160,68.83
8,5,0,16.40,0,0.5,180,91.65
8,5,0,17,0,1,350,145
8,5,0,17.15,0,0.1,150,70.69
8,5,0,17.30,0,0.2,160,60.6
8,5,0,17.45,0,0.5,240,136.6
8,5,0,18,0,2,600,154.2
8,5,0,18.15,0,0.5,250,61.05
8,5,0,18.30,0,1,480,255.8
8,5,0,18.45,0,0.5,250,303.9
8,5,0,19,0,2,600,584.2
8,5,0,19.15,0,0.5,250,150.6
8,5,0,19.30,0,1,380,151.7
8,5,0,19.45,0,0.5,250,140.95
8,5,0,20,0,2,650,235.6
8,5,0,20.15,0,0.5,240,299.35
8,5,0,20.30,0,1,360,219.5
8,5,0,20.45,0,0.25,180,36.9
8,5,0,21,0,0.5,250,19.1
8,5,0,21.15,0,0.25,180,32
8,5,0,21.30,0,0.5,240,-18.3
8,5,0,21.45,0,0.25,180,-6.75
8,5,0,22,0,1.748822606,1.10000,-93.4
8,5,0,22.10,0,0.1,75,77.29
8,5,0,22.20,0,0.5,250,-119.95
8,5,0,22.30,0,2,400,-194.8
8,5,0,22.40,0,1,85,124.7
8,5,0,22.50,0,0.2,170,-87.2
8,5,0,23,0,0.25,280,-122.05
8,5,0,23.10,0,0.2,25,17.3
8,5,0,23.20,0,0.25,140,-76.33
8,5,0,23.30,0,0.1,18.75,47.49
8,5,0,23.45,0,0.25,105,24.83
8,5,0,23.59,0,0.05,67.33,114.97
9,6,0,8,1,0.1,80,-51.11
9,6,0,8.20,1,0.25,0,11.25
9,6,0,8.40,1,0.5,0,13.95
9,6,0,9,1,0.25,0,33.55
9,6,0,9.15,1,0.2,105,-64.32
9,6,0,9.30,1,0.2,0,49.98
9,6,0,9.45,1,0.25,125,-39.95
9,6,0,10,1,0.2,15,113.88
9,6,0,10.10,1,0.1,7.5,81.09
9,6,0,10.20,1,0.2,160,-67.6
9,6,0,10.30,1,0.5,145,-38.8
9,6,0,10.40,1,0.25,15,98.4
9,6,0,10.50,1,0.1,0,122.13
9,6,0,11,1,0.5,330,-118.05
9,6,0,11.15,1,0.2,30,111.48
9,6,0,11.30,1,0.25,300,-53.98
9,6,0,11.45,1,0.2,20,250.9
9,6,0,12,1,2,150,506.4
9,6,0,12.15,1,0.5,160,15.6
9,6,0,12.30,1,0.25,140,37.55
9,6,0,12.45,1,0.5,155,-10.45
9,6,0,13,1,1,300,65.1
9,6,0,13.15,1,0.2,170.01,1.35
9,6,0,13.30,1,0.25,190,43.93
9,6,0,13.45,1,0.2,170,28.28
9,6,0,14,1,0.5,360,61.2
9,6,0,14.15,1,0.2,170,87.58
9,6,0,14.30,1,0.25,200,79.73
9,6,0,14.45,1,0.2,165,11.4
9,6,0,15,1,0.5,250,87.05
9,6,0,15.15,1,0.25,190,61.35
9,6,0,15.30,1,0.5,240,39.5
9,6,0,15.45,1,0.25,180,91.95
9,6,0,16,1,0.5,370,51.9
9,6,0,16.15,1,0.2,165,-19.9
9,6,0,16.30,1,0.25,170,-35.25
9,6,0,16.45,1,0.2,160,45.86
9,6,0,17,1,0.5,580,-73.3
9,6,0,17.15,1,0.1,165,118.36
9,6,0,17.30,1,0.5,360,-22.9
9,6,0,17.45,1,0.25,240,-23.8
9,6,0,18,1,1,1.14999,423.81
9,6,0,18.15,1,0.5,250,48.9
9,6,0,18.30,1,0.2,480,251.4
9,6,0,18.45,1,0.5,250,56.45
9,6,0,19,1,1,1.15000,428
9,6,0,19.15,1,0.5,250,105.7
9,6,0,19.30,1,0.1,380,372.91
9,6,0,19.45,1,0.5,250,158.05
9,6,0,20,1,0.2,1.15000,904.56
9,6,0,20.25,1,7.193354243,6.24905,1.49713
9,6,0,20.45,1,0.25,550,430.55
9,6,0,21,1,0.5,250,142.5
9,6,0,21.20,1,0.25,180,111.4
9,6,0,21.40,1,0.5,240,67.75
9,6,0,22,1,198.046875,1.050,-134
9,6,0,22.10,1,0.1,316.68,-4.86
9,6,0,22.20,1,0.5,15,196.5
9,6,0,22.30,1,2,466.67,-214.67
9,6,0,22.40,1,1,50,138.1
9,6,0,22.50,1,0.2,20,68.92
9,6,0,23,1,0.25,270,-132.08
9,6,0,23.10,1,0.2,0,77.76
9,6,0,23.20,1,0.25,30,39.3
9,6,0,23.30,1,0.1,127.5,-25.8
9,6,0,23.45,1,0.25,0,110.7
9,6,0,23.59,1,0.05,145,15.48
10,7,0,0.10,1,0.2,125,-44.36
10,7,0,0.20,1,0.25,0,38.25
10,7,0,0.30,1,0.1,10,69.2
10,7,0,0.40,1,0.2,115,-29.86
10,7,0,0.50,1,0.25,120,-93
10,7,0,1,1,0.1,66.66,12.9
10,7,0,9,1,0.25,100,-22.28
10,7,0,9.10,1,0.5,120,-71.4
10,7,0,9.20,1,0.2,130,-69.5
10,7,0,9.30,1,0.2,117.5,-53.2
10,7,0,9.40,1,0.5,15,64.5
10,7,0,9.50,1,0.25,140,-43.63
10,7,0,10,1,0.2,70,54.12
10,7,0,10.10,1,0.1,135,27.1
10,7,0,10.20,1,0.2,130,61.4
10,7,0,10.30,1,0.5,15,101.6
10,7,0,10.40,1,0.25,20,110.88
10,7,0,10.50,1,0.1,0,120.41
10,7,0,11,1,0.5,30,359.65
10,7,0,11.15,1,0.2,170,27.88
10,7,0,11.30,1,0.25,10,334.83
10,7,0,11.45,1,0.2,40,254.28
10,7,0,12,1,2,1.10000,-60.2
10,7,0,12.15,1,0.5,160,-46.75
10,7,0,12.30,1,0.25,140,7.25
10,7,0,12.45,1,0.5,155,-50.1
10,7,0,13,1,1,300,59.5
10,7,0,13.15,1,0.2,170,53.02
10,7,0,13.30,1,0.25,190,62.7
10,7,0,13.45,1,0.2,170,21.6
10,7,0,14,1,0.5,360,27.6
10,7,0,14.15,1,0.2,170,65
10,7,0,14.30,1,0.25,200,-17.78
10,7,0,14.45,1,0.2,165,28.68
10,7,0,15,1,0.5,250,-14.65
